cleaned,coords,loc_name,people_needs,category
look like focus additional rainfall megi agatonph across northern panai negros cebu island extend northwest southeast uncertain additional 250400 mm likely flooding continue big problem kailangan po namin sa ngayon ang gamot mga damit pagkain,124.444077/10.62794,cebu,gamot,Medical Response
leyte needs help agatonph leyteneedshelp abuyogneedshelp prayforbaybayleyte prayforbaybay kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
please prayforleyte leyteneedshelp talaga leyte agatonph agaton leyte kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,water,Food & Clothes
spread leyte needs help agatonph leyteneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp kailangan po namin sa ngayon ang gamot mga damit pagkain,125.149437/10.62223,abuyog ,help,Medical Response
discourage something forecasts says agaton passes leyte hours go back leyte reference pagasas latest forecast leyteneedshelp agatonph kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
help spread leyte needs help leyteneedshelp agatonph sb19at2022ppopcon kailangan po namin sa ngayon ang gamot mga damit pagkain,124.552177/11.33877,leyte leyte,help,Medical Response
pls help boosting marami need rescue sa leyte agatonph leyteneedshelp abuyogneedshelp baybayneedshelp lenirobredo kikopangilinan kakiep83 jpgrobredo aikarobredo jillrobredo robredocampaign 143redangel abscbnnews rapplerdotcom inquirerdotnet,124.552177/11.33877,leyte leyte,help,Medical Response
twitter ur thing spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
blankets tents water noodles canned goods need get things assembled sent leyte post rescue operations affected need rescued first agathonph agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,water,Food & Clothes
please spread leyte needs help right agatonph causing instense flood across eastern visayas may mga wala nang power marami pang hindi narerescue many stable means communication leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
please spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp lenirobredo,125.149437/10.62223,abuyog ,help,Medical Response
agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels lenirobredo leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels lenirobredo leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
leyte needs help people needs rescuing please rt tweets tags leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
urgent enhypen related agatonph currently causing intense floods across leytemany barangays around abuyog leyte needs helpmost stuck roof water still rising please boost post help kababayan leyteneedshelp abuyogneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
eydipi28 hello pls help boosting marami need rescue sa leyte agatonph leyteneedshelp abuyogneedshelp baybayneedshelp lenirobredo kikopangilinan kakiep83 jpgrobredo aikarobredo jillrobredo robredocampaign 143redangel abscbnnews rapplerdotcom inquirerdotnet,124.552177/11.33877,leyte leyte,help,Medical Response
im leyte though nasa tacloban ako please anyone humihingi kami ng tulong already 251am storm still going baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte,tulong,Medical Response
calling kpop stans place baybay city leyte needs help places submerged water causing trapped could help retweet post would big help us agatonph prayforbaybay leyteneedshelp prayforbaybayleyte,124.552177/11.33877,leyte leyte,help,Medical Response
bts related important spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
angel_chrishaaa spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp lenirobredo,125.149437/10.62223,abuyog ,help,Medical Response
pls check thase tags leyte im scared leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
urgent sb19 related agatonph currently causing intense floods across leyte many barangays around abuyog leyte needs help stuck roof water still rising please boost post help kababayan leyteneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
twitter ur thing spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
kakampinks lets ready leyte needs help leyteneedshelp lenirobredo agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
time help rt typhoon agaton currently affecting kababayans visayassome areas dont electricity amp water going way fast many yet rescued spread leyte needs help baybayneedshelp abuyogneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread agatonph currently causing intense floods across eastern visayas many barangays around abuyog baybay surrounding towns need rescuing please boost reach proper channels leyteneedshelp abuyogneedshelp baybayneedshelp keep safe everyone,125.149437/10.62223,abuyog ,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
please help spread leyte needs help leyteneedshelp agatonph baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
nonkpop need use every platform raise awareness please rt u many people leyte visayas needs help right agatonph baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph baybayneedshelp leyteneedshelp bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
filo moots especially yung taga leyte cebu keep safe agatonph baybayneedshelp leyteneedshelp bagyongagaton,124.552177/11.33877,leyte leyte,help,Medical Response
mga sirmaam time lets stop arguments need focus po help fellow kababyans sila po muna tama na po muna ang alitan need us spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hindi po privilege si sevi stop comparing real life people also guys please help us make hashtags get trendlist kababayans need help agatonph baybayneedshelp leyteneedshelp,121.576851/14.69707,real ,help,Medical Response
leyte needs help abscbnnews cnnphilippines inquirerdotnet gmanews agatonph leyteneedshelp abuyogneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
calling help po spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
need help po spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
